[Device Information]
EVM Device Name	1
Date and Time	10Nov16 22:36 (Eastern Standard Time)
Notes	
Number of Channels	1
[Channel Information]
Channel Name	CH1
Sampling Frequency	80000.000
Input Frequency	0.000
Max Code	65535.000
Max Voltage	4.500
Min Code	0.000
Min Voltage	0.000
Data Format	Decimal
[Channel Data]
	26757
	26759
	26763
	26761
	26760
	26675
	26658
	26654
	26653
	26646
	26643
	26645
	26643
	26639
	26638
	26744
	26747
	26754
	26753
	26755
	26756
	26759
	26764
	26765
	26657
	26654
	26649
	26647
	26648
	26645
	26642
	26640
	26635
	26737
	26747
	26748
	26752
	26752
	26754
	26760
	26761
	26763
	26764
	26764
	26767
	26772
	26770
	26772
	26771
	26772
	26778
	26778
	26669
	26665
	26660
	26659
	26657
	26653
	26651
	26646
	26643
	26644
	26641
	26639
	26636
	26634
	26633
	26632
	26631
	26631
	26627
	26733
	26740
	26742
	26746
	26750
	26749
	26752
	26755
	26758
	26652
	26650
	26645
	26645
	26642
	26640
	26639
	26635
	26634
	26730
	26741
	26745
	26747
	26749
	26752
	26753
	26755
	26759
	26759
	26654
	26652
	26647
	26645
	26643
	26640
	26638
	26637
	26632
	26743
	26744
	26748
	26751
	26749
	26754
	26757
	26758
	26762
	26763
	26761
	26766
	26766
	26769
	26772
	26770
	26772
	26774
	26748
	26666
	26663
	26657
	26654
	26652
	26649
	26650
	26645
	26641
	26640
	26638
	26637
	26634
	26631
	26631
	26629
	26628
	26629
	26726
	26734
	26739
	26741
	26745
	26746
	26749
	26753
	26754
	26751
	26651
	26646
	26644
	26642
	26639
	26638
	26637
	26633
	26632
	26741
	26740
	26745
	26747
	26748
	26753
	26754
	26757
	26760
	26658
	26650
	26648
	26647
	26645
	26641
	26638
	26637
	26634
	26675
	26743
	26745
	26747
	26750
	26754
	26756
	26758
	26758
	26761
	26653
	26651
	26652
	26647
	26643
	26642
	26638
	26637
	26638
	26740
	26744
	26747
	26749
	26755
	26756
	26756
	26759
	26760
	26713
	26658
	26653
	26648
	26647
	26642
	26642
	26641
	26635
	26636
	26744
	26743
	26749
	26753
	26752
	26756
	26756
	26758
	26765
	26653
	26653
	26652
	26645
	26644
	26646
	26640
	26641
	26636
	26708
	26745
	26747
	26750
	26754
	26752
	26754
	26762
	26761
	26765
	26657
	26648
	26652
	26648
	26645
	26645
	26639
	26635
	26639
	26744
	26746
	26750
	26748
	26751
	26758
	26756
	26761
	26763
	26669
	26655
	26654
	26649
	26647
	26643
	26640
	26641
	26639
	26636
	26745
	26745
	26749
	26753
	26755
	26757
	26758
	26758
	26764
	26657
	26653
	26651
	26648
	26646
	26646
	26643
	26638
	26637
	26734
	26744
	26750
	26751
	26752
	26754
	26755
	26762
	26766
	26756
	26655
	26651
	26649
	26651
	26647
	26642
	26640
	26637
	26638
	26749
	26746
	26749
	26750
	26752
	26759
	26764
	26760
	26761
	26662
	26655
	26658
	26653
	26647
	26645
	26641
	26643
	26645
	26678
	26744
	26747
	26752
	26757
	26760
	26758
	26759
	26761
	26765
	26662
	26657
	26651
	26649
	26649
	26647
	26647
	26643
	26638
	26744
	26748
	26754
	26757
	26755
	26758
	26761
	26763
	26769
	26719
	26657
	26655
	26653
	26651
	26652
	26646
	26642
	26643
	26641
	26749
	26751
	26751
	26755
	26759
	26760
	26765
	26764
	26764
	26662
	26659
	26656
	26655
	26648
	26646
	26648
	26645
	26644
	26714
	26745
	26752
	26755
	26758
	26761
	26761
	26761
	26767
	26770
	26661
	26657
	26653
	26651
	26652
	26650
	26647
	26643
	26640
	26751
	26752
	26753
	26757
	26757
	26760
	26765
	26767
	26768
	26678
	26657
	26657
	26656
	26654
	26652
	26646
	26644
	26644
	26642
	26750
	26751
	26753
	26756
	26761
	26762
	26764
	26767
	26768
	26661
	26661
	26657
	26652
	26651
	26649
	26647
	26646
	26645
	26741
	26750
	26754
	26757
	26760
	26760
	26762
	26767
	26768
	26767
	26663
	26656
	26655
	26655
	26650
	26651
	26646
	26642
	26644
	26752
	26752
	26756
	26755
	26758
	26765
	26766
	26768
	26768
	26667
	26662
	26659
	26656
	26654
	26650
	26646
	26647
	26645
	26644
	26641
	26636
	26636
	26638
	26636
	26634
	26631
	26629
	26630
	26630
	26629
	26628
	26624
	26625
	26626
	26626
	26623
	26622
	26620
	26621
	26623
	26620
	26621
	26618
	26617
	26619
	26621
	26618
	26618
	26618
	26616
	26619
	26619
	26618
	26617
	26616
	26616
	26618
	26615
	26615
	26617
	26614
	26616
	26618
	26613
	26615
	26615
	26613
	26616
	26616
	26612
	26615
	26613
	26614
	26616
	26614
	26613
	26615
	26612
	26615
	26614
	26611
	26614
	26615
	26612
	26615
	26614
	26611
	26615
	26612
	26613
	26614
	26611
	26611
	26614
	26610
	26614
	26613
