1,-8.2402,12.293,-17.371,17.128,16.918,-0.31864,-0.34289,0.093611,0.45186,-0.027218,6.4281,7.1602
1,12.293,-17.371,-69.596,16.918,-0.31864,-19.35,0.093611,0.45186,7.7619,6.4281,7.1602,7.9947
1,-17.371,-69.596,-231.26,-0.31864,-19.35,-16.564,0.45186,7.7619,6.3435,7.1602,7.9947,-2.7109
1,-69.596,-231.26,-79.453,-19.35,-16.564,-15.291,7.7619,6.3435,13.376,7.9947,-2.7109,-6.9102
1,-231.26,-79.453,975.97,-16.564,-15.291,9.5358,6.3435,13.376,-5.335,-2.7109,-6.9102,-5.0261
1,-79.453,975.97,-201.67,-15.291,9.5358,4.5451,13.376,-5.335,-8.5214,-6.9102,-5.0261,-4.1889
1,975.97,-201.67,-435.43,9.5358,4.5451,-18.321,-5.335,-8.5214,-8.4412,-5.0261,-4.1889,-3.558
1,-201.67,-435.43,1019.7,4.5451,-18.321,6.8868,-8.5214,-8.4412,-5.2619,-4.1889,-3.558,0.97075
1,70.18,-114.36,-183.4,-0.6234,7.2551,10.554,-0.13168,-0.6234,7.2551,1.6681,10.25,10.585
1,-114.36,-183.4,-329.08,7.2551,10.554,22.467,-0.6234,7.2551,10.554,10.25,10.585,6.3334
1,-183.4,-329.08,1059.3,10.554,22.467,21.966,7.2551,10.554,22.467,10.585,6.3334,-12.631
1,-329.08,1059.3,518.05,22.467,21.966,-17.849,10.554,22.467,21.966,6.3334,-12.631,-8.218
1,1059.3,518.05,142.7,21.966,-17.849,-41.361,22.467,21.966,-17.849,-12.631,-8.218,-17.849
1,518.05,142.7,-15.297,-17.849,-41.361,-7.5063,21.966,-17.849,-41.361,-8.218,-17.849,-41.361
1,142.7,-15.297,121.38,-41.361,-7.5063,-9.2061,-17.849,-41.361,-7.5063,-17.849,-41.361,-7.5063
1,-15.297,121.38,104.4,-7.5063,-9.2061,3.3887,-41.361,-7.5063,-9.2061,-41.361,-7.5063,-9.2061
1,-8.1765,12.718,-17.43,16.583,17.141,-0.46063,-0.17111,-0.14625,0.71689,0.23734,6.5253,7.0352
1,12.718,-17.43,-69.511,17.141,-0.46063,-19.345,-0.14625,0.71689,7.4199,6.5253,7.0352,7.9491
1,-17.43,-69.511,-231.72,-0.46063,-19.345,-16.266,0.71689,7.4199,6.4794,7.0352,7.9491,-2.4711
1,-69.511,-231.72,-79.31,-19.345,-16.266,-15.485,7.4199,6.4794,13.371,7.9491,-2.4711,-6.765
1,-231.72,-79.31,976.07,-16.266,-15.485,9.3119,6.4794,13.371,-4.7777,-2.4711,-6.765,-5.3088
1,-79.31,976.07,-202.08,-15.485,9.3119,4.9545,13.371,-4.7777,-8.8063,-6.765,-5.3088,-4.2832
1,976.07,-202.08,-435.21,9.3119,4.9545,-18.28,-4.7777,-8.8063,-8.3458,-5.3088,-4.2832,-3.2764
1,-202.08,-435.21,1019.7,4.9545,-18.28,6.5151,-8.8063,-8.3458,-5.3317,-4.2832,-3.2764,1.0701
1,69.815,-114.31,-183.22,-0.60854,7.1369,10.87,-0.0055646,-0.60854,7.1369,2.0596,10.037,10.565
1,-114.31,-183.22,-328.74,7.1369,10.87,22.307,-0.60854,7.1369,10.87,10.037,10.565,6.1044
1,-183.22,-328.74,1059,10.87,22.307,21.766,7.1369,10.87,22.307,10.565,6.1044,-12.605
1,-328.74,1059,518.14,22.307,21.766,-17.7,10.87,22.307,21.766,6.1044,-12.605,-8.2003
1,1059,518.14,142.81,21.766,-17.7,-41.7,22.307,21.766,-17.7,-12.605,-8.2003,-17.7
1,518.14,142.81,-15.856,-17.7,-41.7,-6.9897,21.766,-17.7,-41.7,-8.2003,-17.7,-41.7
1,142.81,-15.856,121.9,-41.7,-6.9897,-9.5917,-17.7,-41.7,-6.9897,-17.7,-41.7,-6.9897
1,-15.856,121.9,104.15,-6.9897,-9.5917,3.0203,-41.7,-6.9897,-9.5917,-41.7,-6.9897,-9.5917
3,-131.85,-141.34,346.4,-22.76,4.161,-5.9789,7.3495,0.23212,3.1596,-1.1134,7.3495,0.23212
3,-141.34,346.4,-227.62,4.161,-5.9789,-2.9473,0.23212,3.1596,-1.3882,7.3495,0.23212,3.1596
3,346.4,-227.62,62.858,-5.9789,-2.9473,2.12,3.1596,-1.3882,-2.4136,0.23212,3.1596,-1.3882
3,-227.62,62.858,270.48,-2.9473,2.12,2.7055,-1.3882,-2.4136,-3.9396,3.1596,-1.3882,-2.4136
3,62.858,270.48,-345.99,2.12,2.7055,8.1025,-2.4136,-3.9396,9.9016,-1.3882,-2.4136,-3.9396
3,270.48,-345.99,233,2.7055,8.1025,-4.4464,-3.9396,9.9016,9.6876,-2.4136,-3.9396,9.9016
3,-345.99,233,-322.69,8.1025,-4.4464,1.1936,9.9016,9.6876,10.162,-3.9396,9.9016,9.6876
