1,-7.9895,12.131,-16.997,17.296,16.919,16.399,-0.32483,-0.015666,0.50856,0.068147,6.5728,6.9832
1,12.131,-16.997,-69.405,16.919,16.399,16.666,-0.015666,0.50856,7.9797,6.5728,6.9832,7.8667
1,-16.997,-69.405,-231.5,16.399,16.666,7.4373,0.50856,7.9797,6.3439,6.9832,7.8667,-1.9936
1,-69.405,-231.5,-79.283,16.666,7.4373,-7.3893,7.9797,6.3439,13.096,7.8667,-1.9936,-7.3893
1,-231.5,-79.283,975.82,7.4373,-7.3893,-4.9938,6.3439,13.096,8.7934,-1.9936,-7.3893,-4.9938
1,-79.283,975.82,-201.77,-7.3893,-4.9938,-4.3434,13.096,8.7934,7.9325,-7.3893,-4.9938,-4.3434
1,975.82,-201.77,-435.48,-4.9938,-4.3434,-3.3908,8.7934,7.9325,10.002,-4.9938,-4.3434,-3.3908
1,-201.77,-435.48,1019.9,-4.3434,-3.3908,1.101,7.9325,10.002,8.5462,-4.3434,-3.3908,1.101
1,213.37,68.464,1181.7,-22.532,-26.278,-19.966,11.532,-6.8654,2.5423,7.8387,5.7755,6.7977
1,68.464,1181.7,-1112.4,-26.278,-19.966,21.777,-6.8654,2.5423,11.993,5.7755,6.7977,0.21343
1,1181.7,-1112.4,140.86,-19.966,21.777,-9.0502,2.5423,11.993,17.342,6.7977,0.21343,-13.561
1,-1112.4,140.86,-278.82,21.777,-9.0502,-3.6986,11.993,17.342,-2.1963,0.21343,-13.561,-4.9426
1,140.86,-278.82,581.33,-9.0502,-3.6986,5.8162,17.342,-2.1963,-22.116,-13.561,-4.9426,-6.9868
1,-278.82,581.33,54.219,-3.6986,5.8162,6.6792,-2.1963,-22.116,8.8292,-4.9426,-6.9868,4.0597
1,581.33,54.219,-39.038,5.8162,6.6792,0.37428,-22.116,8.8292,1.3972,-6.9868,4.0597,1.4529
1,54.219,-39.038,72.254,6.6792,0.37428,0.41289,8.8292,1.3972,2.8038,4.0597,1.4529,0.24896
1,-106.96,241.2,-594.43,-14.536,-3.5101,-3.3693,-0.033872,0.13518,-4.4806,8.9931,-6.6497,-11.883
1,241.2,-594.43,580.62,-3.5101,-3.3693,-5.2222,0.13518,-4.4806,5.3187,-6.6497,-11.883,-9.7715
1,-594.43,580.62,1310.5,-3.3693,-5.2222,6.9693,-4.4806,5.3187,0.0053025,-11.883,-9.7715,-2.6881
1,580.62,1310.5,-273.37,-5.2222,6.9693,-3.1451,5.3187,0.0053025,-3.0605,-9.7715,-2.6881,-1.1414
1,1310.5,-273.37,66.818,6.9693,-3.1451,-7.7399,0.0053025,-3.0605,1.2733,-2.6881,-1.1414,-4.0752
1,-273.37,66.818,-145.73,-3.1451,-7.7399,4.6724,-3.0605,1.2733,2.892,-1.1414,-4.0752,4.1858
1,66.818,-145.73,-168.66,-7.7399,4.6724,-2.3335,1.2733,2.892,9.7225,-4.0752,4.1858,-1.5903
1,-145.73,-168.66,61.259,4.6724,-2.3335,13.408,2.892,9.7225,11.083,4.1858,-1.5903,-0.544
1,69.941,-114.13,-183.49,-0.43751,7.1751,10.547,-0.055263,-0.43751,7.1751,2.0662,9.7285,10.884
1,-114.13,-183.49,-328.68,7.1751,10.547,22.507,-0.43751,7.1751,10.547,9.7285,10.884,6.0035
1,-183.49,-328.68,1058.6,10.547,22.507,27.97,7.1751,10.547,22.507,10.884,6.0035,-12.544
1,-328.68,1058.6,518.14,22.507,27.97,14.427,10.547,22.507,27.97,6.0035,-12.544,-8.1523
1,1058.6,518.14,142.91,27.97,14.427,9.0722,22.507,27.97,14.427,-12.544,-8.1523,-17.821
1,518.14,142.91,-15.832,14.427,9.0722,-6.1574,27.97,14.427,9.0722,-8.1523,-17.821,-41.462
1,142.91,-15.832,122.08,9.0722,-6.1574,-10.398,14.427,9.0722,-6.1574,-17.821,-41.462,-7.2255
1,-15.832,122.08,104.18,-6.1574,-10.398,-7.6591,9.0722,-6.1574,-10.398,-41.462,-7.2255,-9.2388
1,-85.339,-153.07,-53.57,-15.645,-3.061,-9.165,0.53451,1.3217,-4.1036,11.527,-3.237,-11.622
1,-153.07,-53.57,-584.64,-3.061,-9.165,2.6411,1.3217,-4.1036,0.42573,-3.237,-11.622,-11.791
1,-53.57,-584.64,1700.5,-9.165,2.6411,15.812,-4.1036,0.42573,3.8121,-11.622,-11.791,0.10534
1,-584.64,1700.5,472.98,2.6411,15.812,3.4903,0.42573,3.8121,-23.098,-11.791,0.10534,4.2282
1,1700.5,472.98,-137.53,15.812,3.4903,-28.235,3.8121,-23.098,13.283,0.10534,4.2282,-9.6569
1,472.98,-137.53,-51.42,3.4903,-28.235,11.583,-23.098,13.283,11.343,4.2282,-9.6569,3.1844
1,-137.53,-51.42,424.2,-28.235,11.583,-2.1499,13.283,11.343,8.1789,-9.6569,3.1844,-1.6175
1,-51.42,424.2,97.895,11.583,-2.1499,11.291,11.343,8.1789,11.116,3.1844,-1.6175,0.25367
1,213.06,68.53,1181.6,-22.625,-25.985,-19.9,11.489,-7.0368,2.7811,7.7342,5.9741,6.8146
1,68.53,1181.6,-1112.6,-25.985,-19.9,21.648,-7.0368,2.7811,11.727,5.9741,6.8146,-0.14281
1,1181.6,-1112.6,140.87,-19.9,21.648,-9.2775,2.7811,11.727,17.404,6.8146,-0.14281,-13.188
1,-1112.6,140.87,-278.72,21.648,-9.2775,-3.7155,11.727,17.404,-1.9911,-0.14281,-13.188,-5.211
1,140.87,-278.72,581.39,-9.2775,-3.7155,6.0965,17.404,-1.9911,-22.554,-13.188,-5.211,-6.838
