2697,3397,25191,25262
4810,5510,25000,25161
6927,7627,25204,25347
9041,9741,25031,25327
11159,11859,25025,25249
13276,13976,25277,25354
0,0,0,0
2760,3460,25185,25260
4873,5573,24994,25163
6991,7691,25206,25346
9105,9805,25033,25330
11222,11922,25017,25244
13340,14040,25269,25349
0,0,0,0
2823,3523,25190,25263
4937,5637,25006,25166
7054,7754,25206,25347
9168,9868,25035,25332
11285,11985,25018,25244
13403,14103,25276,25355
16293,16993,25186,25200
0,0,0,0
2886,3586,25193,25263
5000,5700,25013,25171
7118,7818,25207,25349
9232,9932,25038,25332
11349,12049,25027,25252
13467,14167,25271,25351
0,0,0,0
2952,3652,25197,25269
5066,5766,25017,25175
7183,7883,25214,25357
9297,9997,25036,25333
11415,12115,25022,25243
13533,14233,25282,25362
0,0,0,0
3018,3718,25199,25272
5133,5833,25019,25174
7251,7951,25209,25352
9365,10065,25033,25334
11483,12183,25024,25248
13601,14301,25277,25355
0,0,0,0
3086,3786,25200,25272
5200,5900,25018,25176
7318,8018,25205,25351
9432,10132,25035,25331
11551,12251,25029,25253
13669,14369,25282,25359
0,0,0,0
3154,3854,25200,25277
5268,5968,25015,25170
7386,8086,25208,25351
9500,10200,25034,25331
11618,12318,25028,25252
13736,14436,25282,25361
0,0,0,0
1258,1958,25184,25198
3360,4060,25195,25268
5465,6165,25007,25163
7565,8265,25201,25345
9670,10370,25031,25328
11770,12470,25023,25246
13877,14577,25279,25357
0,0,0,0
3288,3988,25189,25258
5403,6103,24998,25155
7520,8220,25194,25337
9635,10335,25034,25329
11753,12453,25021,25245
13871,14571,25270,25349
0,0,0,0
