3066,3766,24899,24937
5179,5879,24711,24862
7297,7997,24861,24998
9411,10111,24682,24963
11528,12228,24645,24819
13646,14346,24826,24935
0,0,0,0
3128,3828,24817,24862
5243,5943,24718,24860
7360,8060,24957,25085
9474,10174,24868,25126
11592,12292,24874,25043
13710,14410,24989,25098
0,0,0,0
3193,3893,24227,24325
5307,6007,23877,24068
7425,8125,23847,24035
9538,10238,23448,23781
11656,12356,23183,23442
13774,14474,23239,23364
0,0,0,0
2469,3169,23592,23756
5371,6071,23846,24047
7489,8189,24241,24405
9603,10303,24243,24548
11721,12421,24390,24637
13840,14540,24685,24801
0,0,0,0
3323,4023,24106,24207
5437,6137,24081,24291
7555,8255,24447,24628
9668,10368,24324,24675
11786,12486,24340,24591
13903,14603,24486,24624
0,0,0,0
3387,4087,24953,25108
5501,6201,25126,25394
7618,8318,25572,25732
9732,10432,25213,25565
11849,12549,25148,25431
13967,14667,25595,25722
0,0,0,0
3451,4151,25521,25620
5564,6264,25363,25542
7682,8382,25590,25759
9796,10496,25238,25590
11913,12613,25114,25383
14031,14731,25448,25523
0,0,0,0
3514,4214,25319,25401
5628,6328,25105,25290
7745,8445,25342,25507
9859,10559,25147,25499
11976,12676,25213,25497
14094,14794,25698,25826
0,0,0,0
3578,4278,25812,25887
5693,6393,25585,25773
7811,8511,25791,25963
9925,10625,25558,25911
12042,12742,25531,25780
14160,14860,25819,25927
0,0,0,0
3644,4344,25772,25844
5759,6459,25561,25755
7876,8576,25820,25998
9990,10690,25620,25988
12108,12808,25609,25873
14226,14926,25923,26034
0,0,0,0
3710,4410,25824,25905
5824,6524,25583,25773
7942,8642,25812,25988
10056,10756,25585,25948
12174,12874,25557,25828
14292,14992,25851,25947
0,0,0,0
