117,50,120,148,75,80,86,88,67,97,39
166,156,137,263,148,207,104,220,203,174,160
122,134,133,235,125,220,172,143,161,151,137
244,296,290,318,290,334,148,259,329,269,264
127,223,248,181,202,165,268,161,204,144,161
156,419,219,252,211,156,158,133,133,198,140
