133,36,144,70,67,60,57,61,54,61
117,42,183,195,187,175,178,179,180,176
250,50,361,205,161,157,166,161,164,163
130,62,262,372,326,328,338,345,342,334
121,73,140,290,228,227,232,226,228,230
0,74,0,144,107,110,115,116,117,109
