51,54,53,16,56,49,61,52,51,57
179,181,182,51,183,185,177,181,180,184
166,165,166,180,166,169,167,166,167,166
341,340,341,166,339,343,340,343,347,338
226,221,222,336,226,225,226,229,225,233
121,117,126,228,124,119,116,120,122,120
