62,71,63,67,80,84,76,64,85,94
183,189,194,181,196,192,181,194,178,178
167,169,179,163,166,188,187,175,169,185
345,342,343,338,350,345,350,354,340,342
237,241,248,247,254,240,240,245,244,279
113,133,104,108,112,107,107,105,100,116
