61,65,70,14,69,62,64,67,62,64,60
182,181,178,17,185,186,186,185,182,185,184
164,164,164,57,166,165,163,163,169,168,167
349,344,345,187,350,342,343,346,347,345,340
238,236,240,372,239,242,238,239,239,238,237
112,110,109,257,109,109,109,112,108,112,111
