65,67,65,55,61,58,58,19,59,61,15
198,179,177,198,181,182,185,182,181,181,64
168,168,167,169,167,163,163,169,167,165,197
343,343,344,344,338,343,340,340,339,346,192
232,230,233,229,228,230,234,233,226,231,386
116,120,115,121,111,115,111,117,118,117,264
