65,64,69,67,69,54,78,79,65,140
183,183,185,181,184,184,185,188,190,187
169,167,167,167,171,168,172,163,175,168
341,345,346,350,353,346,349,337,345,346
240,242,241,241,240,240,248,247,242,253
109,108,104,114,122,119,107,105,135,106
