4523,5223,24752,24814
6637,7337,24532,24715
8755,9455,24761,24928
10868,11568,24561,24906
12986,13686,24538,24775
15103,15803,24799,24912
0,0,0,0
4586,5286,24677,24748
6700,7400,24512,24701
8817,9517,24748,24917
10931,11631,24489,24831
13048,13748,24416,24657
15166,15866,24720,24853
0,0,0,0
4648,5348,24921,24984
6762,7462,24636,24830
8879,9579,24872,25051
10993,11693,24773,25116
13110,13810,24832,25080
15227,15927,25130,25234
0,0,0,0
4710,5410,24907,24974
6824,7524,24659,24840
8941,9641,24923,25086
11055,11755,24720,25058
13172,13872,24750,24997
15290,15990,25125,25233
0,0,0,0
4773,5473,24854,24934
6887,7587,24595,24791
9004,9704,24773,24939
11118,11818,24649,24999
13235,13935,24796,25050
15353,16053,25055,25167
0,0,0,0
4837,5537,25013,25097
6951,7651,24739,24931
9068,9768,24968,25156
11182,11882,24820,25165
13300,14000,24722,24962
15418,16118,25010,25117
0,0,0,0
4902,5602,24804,24880
7015,7715,24642,24823
9133,9833,24956,25143
11247,11947,24803,25153
13364,14064,24831,25071
15482,16182,25165,25272
0,0,0,0
4290,4990,24879,24943
6914,7614,24522,24716
9196,9896,24780,24955
11310,12010,24586,24940
13428,14128,24545,24790
15545,16245,24801,24906
0,0,0,0
4651,5351,24772,24857
7143,7843,24533,24711
9260,9960,24816,24985
11374,12074,24637,24977
13492,14192,24603,24847
15609,16309,24900,25000
0,0,0,0
5092,5792,24831,24925
7206,7906,24714,24892
9323,10023,24876,25061
11437,12137,24559,24901
13554,14254,24654,24933
15672,16372,25101,25217
0,0,0,0
