2941,3641,22826,22849
5055,5755,22662,22816
7173,7873,22848,22991
9287,9987,22675,22965
11405,12105,22650,22795
13523,14223,22811,22960
0,0,0,0
3008,3708,22787,22810
5122,5822,22631,22784
7240,7940,22811,22953
9354,10054,22648,22936
11472,12172,22620,22765
13589,14289,22787,22937
0,0,0,0
3110,3810,22765,22787
5214,5914,22611,22762
7314,8014,22797,22937
9418,10118,22622,22912
11536,12236,22604,22747
13653,14353,22773,22922
0,0,0,0
3193,3893,22745,22766
5298,5998,22591,22746
7406,8106,22777,22915
9511,10211,22606,22896
11619,12319,22586,22730
13719,14419,22756,22907
0,0,0,0
3221,3921,22741,22763
5326,6026,22588,22739
7434,8134,22772,22913
9548,10248,22610,22900
11666,12366,22596,22736
13784,14484,22770,22921
0,0,0,0
3269,3969,22761,22782
5383,6083,22611,22765
7501,8201,22796,22935
9615,10315,22634,22922
11733,12433,22622,22764
13851,14551,22792,22941
0,0,0,0
3345,4045,22772,22794
5449,6149,22617,22771
7567,8267,22805,22945
9681,10381,22641,22931
11799,12499,22621,22769
13916,14616,22798,22946
0,0,0,0
3437,4137,22766,22787
5542,6242,22605,22762
7642,8342,22797,22937
9746,10446,22628,22917
11864,12564,22606,22752
13982,14682,22776,22925
0,0,0,0
2648,3348,22747,22771
5580,6280,22589,22745
7698,8398,22776,22918
9812,10512,22614,22905
11929,12629,22595,22737
14047,14747,22757,22909
0,0,0,0
3541,4241,22730,22751
5646,6346,22577,22728
7763,8463,22764,22905
9877,10577,22597,22885
11995,12695,22572,22719
14113,14813,22739,22889
0,0,0,0
