18,22,24,34,26,86,68,171,66,25,22
164,147,150,154,155,177,225,256,197,191,189
148,136,134,143,143,162,204,233,214,173,177
303,281,281,290,294,342,438,420,411,351,367
147,143,141,144,146,166,307,191,235,204,207
142,140,144,154,151,181,265,162,193,167,164
