1582,2282,24022,24293
3695,4395,24624,24965
5812,6512,25336,25526
7926,8626,25257,25554
10043,10743,25064,25249
12160,12860,25132,25289
0,0,0,0
1643,2343,24508,24636
3756,4456,23973,24202
5874,6574,24244,24542
7987,8687,24637,25010
10105,10805,24794,24971
12223,12923,24781,25040
0,0,0,0
1744,2444,24743,24967
3848,4548,25115,25302
5956,6656,24649,25041
8061,8761,24231,24576
10169,10869,24734,25236
12286,12986,25959,26307
0,0,0,0
1789,2489,24601,24754
3894,4594,25004,25339
6002,6702,25060,25444
8115,8815,24404,24804
10233,10933,24562,24856
12350,13050,25220,25572
0,0,0,0
1834,2534,25170,25219
3947,4647,25016,25228
6065,6765,25203,25421
8178,8878,24706,25113
10296,10996,24615,24869
12413,13113,24811,25037
0,0,0,0
844,1544,24331,24374
4010,4710,23993,24282
6127,6827,24732,25012
8241,8941,24472,24935
10359,11059,23639,24057
12476,13176,23779,24020
0,0,0,0
1959,2659,24754,24853
4072,4772,24316,24525
6190,6890,24701,24942
8303,9003,24793,25145
10421,11121,24946,25239
12538,13238,25645,25880
0,0,0,0
2022,2722,25291,25396
4135,4835,24873,25091
6253,6953,24962,25140
8366,9066,24669,25012
10484,11184,24901,25235
12602,13302,25276,25481
0,0,0,0
2086,2786,23279,23489
4199,4899,23702,24056
6317,7017,24534,24819
8431,9131,24345,24787
10548,11248,23514,23960
12666,13366,22915,23320
0,0,0,0
2148,2848,21875,21975
4262,4962,22030,22315
6380,7080,22428,22630
8494,9194,22305,22745
10611,11311,22340,22572
12729,13429,22521,22735
0,0,0,0
