26,31,28,30,52,53,84,53,40,45,52
143,142,136,139,146,186,212,155,152,156,151
127,125,127,129,136,158,207,141,140,141,138
261,265,266,268,289,389,309,290,296,291,295
118,122,123,121,126,272,209,194,188,194,195
145,148,148,144,226,101,112,103,108,102,100
