26,32,24,22,23,25,29,29,24,26,24
159,157,157,156,157,155,156,181,156,159,157
139,142,142,142,139,145,148,142,147,143,144
294,294,291,291,292,300,298,294,299,296,295
143,140,144,142,147,143,146,148,150,144,147
155,156,154,154,158,156,157,154,155,156,154
