32,35,30,38,31,35,34,30,33,31
146,144,147,152,150,154,146,148,149,147
133,133,136,131,133,132,133,134,136,137
274,277,274,276,278,277,272,277,276,278
127,128,130,125,128,127,128,128,130,127
155,152,154,152,156,152,155,154,158,154
