4141,4841,24031,24106
6255,6955,23726,23908
8373,9073,23863,24014
10487,11187,23787,24120
12605,13305,23932,24141
14724,15424,24320,24529
0,0,0,0
4208,4908,24300,24401
6323,7023,23957,24168
8440,9140,24116,24268
10554,11254,24146,24542
12672,13372,24606,24893
14790,15490,25213,25402
0,0,0,0
4275,4975,23799,23836
6389,7089,23822,24170
8506,9206,24638,24923
10621,11321,24744,25102
12739,13439,24711,24875
14857,15557,24769,24966
0,0,0,0
4351,5051,23209,23314
6456,7156,23397,23835
8573,9273,24729,25226
10687,11387,25341,25746
12805,13505,25514,25647
14922,15622,25401,25646
0,0,0,0
4406,5106,25382,25598
6520,7220,25688,25959
8637,9337,26094,26284
10751,11451,25818,26200
12869,13569,25596,25862
14986,15686,25379,25661
0,0,0,0
4470,5170,25567,25627
6584,7284,25377,25599
8702,9402,25812,26039
10816,11516,25608,25981
12933,13633,25334,25544
15051,15751,25336,25541
0,0,0,0
4534,5234,25411,25443
6648,7348,25055,25266
8765,9465,25051,25260
10879,11579,24669,25072
12996,13696,24652,24948
15113,15813,25306,25624
0,0,0,0
4596,5296,24516,24562
6710,7410,24302,24511
8827,9527,24652,24904
10940,11640,24733,25173
13058,13758,24934,25168
15175,15875,25118,25360
0,0,0,0
4658,5358,23515,23590
6772,7472,23512,23796
8889,9589,24155,24489
11003,11703,24458,24956
13120,13820,24900,25188
15238,15938,25152,25388
0,0,0,0
4721,5421,24268,24367
6834,7534,24355,24633
8952,9652,24926,25152
11066,11766,24729,25121
13183,13883,24410,24692
15301,16001,24602,24753
0,0,0,0
