92,250,86,284,122,270,95,149,259,72,54
176,421,232,413,207,203,243,230,290,210,247
160,204,284,262,221,330,306,194,248,199,206
329,428,460,383,409,492,419,424,425,394,376
171,329,425,335,290,335,266,429,241,255,237
236,239,309,248,226,148,236,306,171,144,157
