2831,3531,25228,25254
4935,5635,24995,25208
7044,7744,25267,25457
9158,9858,25031,25431
11276,11976,25010,25234
13394,14094,25280,25454
0,0,0,0
2879,3579,25235,25260
4993,5693,25001,25215
7111,7811,25270,25460
9225,9925,25037,25434
11343,12043,25005,25231
13461,14161,25273,25451
0,0,0,0
2946,3646,25234,25260
5060,5760,25001,25211
7178,7878,25268,25456
9291,9991,25035,25435
11409,12109,25003,25229
13527,14227,25270,25450
0,0,0,0
3021,3721,25235,25261
5126,5826,25003,25214
7243,7943,25269,25459
9357,10057,25029,25430
11475,12175,25002,25230
13593,14293,25272,25447
0,0,0,0
3086,3786,25227,25254
5191,5891,24997,25210
7309,8009,25260,25449
9423,10123,25022,25423
11541,12241,24998,25224
13659,14359,25272,25447
0,0,0,0
3143,3843,25229,25255
5257,5957,24993,25201
7375,8075,25253,25445
9489,10189,25018,25416
11607,12307,24996,25223
13725,14425,25266,25443
0,0,0,0
3218,3918,25223,25251
5322,6022,24990,25202
7440,8140,25253,25444
9554,10254,25024,25422
11671,12371,25000,25225
13789,14489,25274,25452
0,0,0,0
3282,3982,25230,25257
5386,6086,24995,25206
7504,8204,25261,25450
9618,10318,25033,25428
11735,12435,25012,25236
13853,14553,25276,25450
0,0,0,0
3337,4037,25236,25258
5451,6151,24995,25208
7568,8268,25257,25450
9682,10382,25035,25429
11800,12500,25010,25235
13918,14618,25275,25450
0,0,0,0
3401,4101,25232,25256
5515,6215,24996,25206
7632,8332,25259,25449
9746,10446,25032,25430
11863,12563,25009,25236
13981,14681,25267,25443
0,0,0,0
