24,28,23,18,61,54,57,54,48,52
217,217,216,230,233,203,207,212,208,209
200,195,198,208,209,184,186,187,192,190
406,408,412,443,398,384,391,393,395,399
230,226,221,252,244,249,257,256,250,255
181,183,188,185,171,138,137,143,146,146
