20,20,21,20,23,21,23,21,22,22
209,214,204,210,213,212,236,206,237,209
182,188,191,189,188,186,215,190,206,190
392,392,391,389,389,393,436,393,412,392
215,217,217,218,219,220,239,219,217,219
178,175,178,177,180,176,201,175,179,177
