3080,3780,24677,24699
5183,5883,24427,24649
7301,8001,24712,24915
9414,10114,24460,24888
11531,12231,24430,24665
13648,14348,24718,24913
0,0,0,0
3149,3849,24682,24703
5253,5953,24437,24662
7361,8061,24706,24911
9474,10174,24463,24895
11592,12292,24434,24673
13709,14409,24722,24913
0,0,0,0
3238,3938,24682,24705
5342,6042,24437,24660
7450,8150,24717,24924
9551,10251,24459,24887
11653,12353,24438,24673
13770,14470,24708,24904
0,0,0,0
3281,3981,24569,24602
5385,6085,24275,24500
7485,8185,24484,24695
9597,10297,24177,24607
11714,12414,24144,24381
13831,14531,24482,24688
0,0,0,0
3331,4031,25044,25119
5435,6135,24990,25187
7543,8243,25211,25404
9656,10356,24834,25239
11773,12473,24646,24881
13890,14590,24827,25022
0,0,0,0
3373,4073,24731,24769
5486,6186,24541,24751
7604,8304,24837,25022
9717,10417,24653,25036
11835,12535,24653,24898
13952,14652,24934,25072
0,0,0,0
2632,3332,24833,24890
5549,6249,24581,24790
7667,8367,24814,25000
9780,10480,24568,24961
11898,12598,24523,24785
14016,14716,24801,24947
0,0,0,0
3499,4199,24697,24751
5613,6313,24436,24655
7730,8430,24712,24901
9844,10544,24468,24874
11961,12661,24438,24702
14078,14778,24738,24888
0,0,0,0
3197,3897,24654,24716
5676,6376,24418,24633
7793,8493,24683,24878
9907,10607,24448,24854
12024,12724,24416,24676
14142,14842,24721,24873
0,0,0,0
3626,4326,24681,24727
5740,6440,24440,24663
7857,8557,24712,24909
9971,10671,24470,24880
12089,12789,24451,24707
14207,14907,24746,24909
0,0,0,0
