31,22,20,23,29,15,21,41,22,229
222,218,255,217,222,223,230,222,227,209
201,199,216,197,201,204,204,194,204,435
412,417,422,415,420,426,425,401,426,226
224,221,214,215,233,248,216,203,217,197
187,201,211,210,193,192,217,224,208,0
