28,24,26,23,25,20,27,22,23,22,27
211,207,209,211,211,206,207,205,205,206,210
191,187,191,188,191,192,190,185,188,187,191
400,395,396,393,393,389,392,388,393,392,392
227,223,223,224,220,220,223,218,219,219,222
178,175,180,177,177,171,173,174,170,171,174
