2760,3460,24736,24784
4874,5574,24478,24712
6992,7692,24763,24975
9106,9806,24505,24946
11224,11924,24488,24754
13341,14041,24805,24978
0,0,0,0
2825,3525,24732,24782
4939,5639,24473,24706
7057,7757,24756,24968
9170,9870,24495,24936
11288,11988,24482,24751
13405,14105,24797,24971
0,0,0,0
2889,3589,24731,24777
5003,5703,24468,24700
7120,7820,24758,24968
9234,9934,24505,24945
11351,12051,24477,24748
13469,14169,24799,24975
0,0,0,0
2952,3652,24731,24780
5065,5765,24459,24690
7183,7883,24750,24960
9296,9996,24493,24938
11414,12114,24474,24745
13532,14232,24775,24951
0,0,0,0
3015,3715,24709,24754
5130,5830,24438,24675
7248,7948,24727,24940
9362,10062,24482,24920
11479,12179,24449,24721
13597,14297,24760,24938
0,0,0,0
3081,3781,24685,24735
5195,5895,24415,24649
7313,8013,24707,24914
9427,10127,24446,24884
11544,12244,24421,24693
13662,14362,24729,24902
16521,17221,24659,24679
0,0,0,0
3146,3846,24654,24703
5259,5959,24390,24623
7377,8077,24682,24891
9491,10191,24427,24859
11609,12309,24389,24663
13726,14426,24702,24878
0,0,0,0
3210,3910,24635,24682
5324,6024,24376,24607
7442,8142,24664,24873
9556,10256,24402,24839
11674,12374,24375,24638
13792,14492,24684,24863
16098,16798,24618,24636
0,0,0,0
819,1519,24531,24634
3219,3919,24624,24663
5390,6090,24305,24585
7507,8207,24618,24856
9621,10321,24357,24807
11739,12439,24367,24632
13857,14557,24635,24859
0,0,0,0
2020,2720,24537,24626
4120,4820,24584,24658
6228,6928,24383,24632
8333,9033,24551,24839
10440,11140,24330,24801
12540,13240,24245,24619
14645,15345,24584,24844
0,0,0,0
575,1275,24612,24629
3405,4105,24565,24659
5519,6219,24364,24590
7636,8336,24637,24849
9750,10450,24385,24817
11867,12567,24371,24638
13985,14685,24682,24858
0,0,0,0
