35,34,36,34,32,33,32,42,35,32
236,237,235,237,233,239,236,234,233,240
214,215,213,217,216,214,215,209,212,211
449,451,444,446,446,447,447,448,445,449
261,261,260,259,258,254,261,257,254,259
186,194,193,191,191,192,193,189,194,193
