35,33,37,36,34,36,34,33,38,35,34
242,241,240,242,241,238,237,239,242,240,239
219,217,218,216,213,215,217,217,219,218,216
454,453,450,455,453,456,455,451,448,454,452
261,264,265,260,264,262,258,263,266,262,268
195,192,192,197,199,193,194,188,190,194,190
