3704,4404,25157,25219
5819,6519,24815,25045
7936,8636,25016,25216
10051,10751,24801,25216
12169,12869,24810,25016
14287,14987,25103,25317
0,0,0,0
3773,4473,25615,25660
5887,6587,25412,25624
8005,8705,25550,25753
10120,10820,25215,25593
12238,12938,25162,25351
14357,15057,25435,25625
0,0,0,0
3843,4543,25510,25557
5957,6657,25130,25394
8076,8776,25089,25346
10190,10890,24673,25091
12309,13009,24563,24778
14427,15127,24747,24958
0,0,0,0
3912,4612,24874,24931
6027,6727,24847,25130
8144,8844,25482,25771
10258,10958,25579,25962
12376,13076,25405,25635
14494,15194,25371,25635
0,0,0,0
4174,4874,25137,25211
6280,6980,25140,25427
8388,9088,25621,25831
10488,11188,25349,25825
12593,13293,24965,25278
14701,15401,24907,25182
0,0,0,0
3644,4344,24524,24551
6161,6861,24279,24510
8279,8979,24618,24841
10393,11093,24541,24991
12511,13211,24781,25069
14629,15329,25435,25722
0,0,0,0
3855,4555,25050,25136
6228,6928,24713,24922
8346,9046,24979,25168
10459,11159,24847,25251
12577,13277,25016,25256
14694,15394,25485,25724
0,0,0,0
4365,5065,24702,24803
6469,7169,24228,24492
8576,9276,24353,24602
10681,11381,24097,24569
12781,13481,24103,24333
14888,15588,24431,24652
0,0,0,0
2495,3195,25112,25179
4751,5451,25306,25365
6857,7557,25152,25360
8964,9664,25219,25444
11066,11766,24894,25344
13169,13869,24852,25085
15276,15976,25089,25306
0,0,0,0
6420,7120,25056,25256
8538,9238,25321,25513
10652,11352,24952,25376
12770,13470,24712,24969
14887,15587,24837,25049
0,0,0,0
0,0,0,0
