3169,3869,24886,24936
5283,5983,24555,24795
7400,8100,24568,24800
9514,10214,24273,24695
11631,12331,24405,24660
13749,14449,24841,25041
0,0,0,0
5346,6046,24485,24703
7464,8164,24743,24941
9578,10278,24448,24864
11695,12395,24350,24570
13813,14513,24549,24757
16998,17698,24560,24599
0,0,0,0
2944,3644,24956,25062
5410,6110,25055,25278
7528,8228,25292,25501
9641,10341,24931,25356
11759,12459,24821,25026
13876,14576,25042,25263
0,0,0,0
3387,4087,24912,24946
5491,6191,24734,24960
7592,8292,25055,25266
9704,10404,24832,25274
11821,12521,24831,25047
13939,14639,25099,25327
0,0,0,0
3421,4121,24784,24842
5535,6235,24454,24683
7652,8352,24548,24775
9765,10465,24206,24639
11883,12583,24255,24489
14000,14700,24685,24915
0,0,0,0
2422,3122,24778,24798
5596,6296,24599,24829
7713,8413,24925,25137
9827,10527,24711,25144
11944,12644,24725,24940
14061,14761,25010,25222
0,0,0,0
3553,4253,24551,24608
5657,6357,24270,24481
7775,8475,24593,24800
9888,10588,24466,24880
12006,12706,24484,24693
14123,14823,24777,24988
0,0,0,0
3754,4454,25017,25039
5859,6559,24766,24994
7966,8666,25028,25239
10067,10767,24707,25145
12170,12870,24548,24783
14277,14977,24704,24921
0,0,0,0
3667,4367,24568,24615
5781,6481,24196,24438
7898,8598,24342,24545
10012,10712,24177,24625
12129,12829,24326,24581
14247,14947,24724,24940
0,0,0,0
1246,1946,24706,24720
4956,5656,24513,24734
7961,8661,24774,24984
10074,10774,24551,24983
12192,12892,24554,24779
14309,15009,24849,25058
0,0,0,0
3791,4491,24382,24442
5904,6604,24101,24326
8021,8721,24441,24660
10135,10835,24325,24752
12252,12952,24398,24626
14369,15069,24792,25019
0,0,0,0
