52,49,50,50,53,50,49,48,50,50
164,167,167,170,169,172,169,170,172,167
150,149,151,154,151,152,153,155,154,157
312,313,314,313,320,320,316,322,324,319
211,209,206,214,217,217,216,214,211,216
106,106,104,108,111,109,112,112,108,113
