58,56,57,16,52,57,52,53,17,52
178,185,184,54,179,180,182,179,54,178
165,161,161,178,164,164,162,161,181,164
336,338,340,162,340,338,337,342,161,336
228,227,223,340,229,227,231,229,338,226
117,113,115,229,113,116,116,116,229,116
