78,79,19,106,58,28,53,75,69,13
161,163,80,326,180,44,96,192,181,75
148,144,161,413,176,51,100,162,165,198
301,300,145,314,353,42,265,341,341,176
229,233,300,261,244,29,143,250,243,367
79,80,237,96,118,21,306,115,100,267
