63,66,66,72,63,63,63,68,65,62,65
166,167,169,168,168,168,166,163,167,170,166
147,148,151,150,149,151,150,152,151,152,152
310,311,310,314,315,314,312,311,311,319,311
225,223,227,225,225,223,223,224,225,228,222
92,90,91,95,92,96,95,97,98,93,95
