3724,4424,26425,26487
5837,6537,26354,26508
7955,8655,26542,26702
10069,10769,26093,26471
12186,12886,25830,26035
14304,15004,26018,26174
0,0,0,0
3788,4488,25768,25815
5902,6602,25582,25744
8020,8720,25809,25951
10134,10834,25647,25948
12251,12951,25596,25784
14369,15069,25744,25880
0,0,0,0
2987,3687,25874,25965
5967,6667,26106,26363
8085,8785,26672,26896
10198,10898,26733,27036
12316,13016,26695,26887
14434,15134,26791,26924
0,0,0,0
3013,3713,26745,26783
6032,6732,26677,26836
8149,8849,26834,26981
10263,10963,26561,26867
12380,13080,26403,26607
14497,15197,26502,26642
0,0,0,0
3980,4680,26328,26411
6094,6794,25771,26060
8211,8911,25636,25867
10325,11025,25367,25692
12442,13142,25442,25634
14560,15260,25788,25938
0,0,0,0
3747,4447,25831,25874
6157,6857,25649,25813
8274,8974,25861,26009
10387,11087,25671,25991
12504,13204,25597,25780
14621,15321,25751,25923
0,0,0,0
4103,4803,26466,26613
6217,6917,26627,26823
8334,9034,26941,27085
10448,11148,26695,26997
12565,13265,26524,26745
14682,15382,26640,26758
0,0,0,0
4165,4865,26645,26692
6279,6979,26439,26595
8396,9096,26602,26749
10510,11210,26420,26720
12628,13328,26449,26642
14745,15445,26743,26851
0,0,0,0
4433,5133,26102,26164
6538,7238,25802,26000
8646,9346,25915,26123
10751,11451,25631,26017
12859,13559,25580,25795
14967,15667,25748,25920
0,0,0,0
4301,5001,25683,25717
6406,7106,25406,25588
8523,9223,25554,25719
10637,11337,25402,25742
12754,13454,25529,25774
14872,15572,26094,26361
0,0,0,0
