[Device Information]
EVM Device Name	1
Date and Time	10Nov16 23:30 (Eastern Standard Time)
Notes	
Number of Channels	1
[Channel Information]
Channel Name	CH1
Sampling Frequency	80000.000
Input Frequency	0.000
Max Code	65535.000
Max Voltage	4.500
Min Code	0.000
Min Voltage	0.000
Data Format	Decimal
[Channel Data]
	25263
	25265
	25263
	25265
	25266
	25263
	25264
	25265
	25263
	25265
	25264
	25263
	25263
	25264
	25264
	25266
	25264
	25265
	25265
	25263
	25264
	25265
	25261
	25265
	25264
	25262
	25265
	25262
	25263
	25265
	25263
	25263
	25265
	25261
	25263
	25266
	25261
	25264
	25263
	25261
	25268
	25264
	25261
	25265
	25261
	25263
	25266
	25262
	25263
	25264
	25259
	25264
	25265
	25262
	25265
	25262
	25262
	25266
	25262
	25263
	25266
	25261
	25262
	25265
	25262
	25265
	25263
	25260
	25265
	25264
	25263
	25266
	25260
	25262
	25265
	25262
	25264
	25263
	25260
	25265
	25263
	25263
	25265
	25262
	25262
	25265
	25261
	25264
	25264
	25261
	25263
	25264
	25261
	25264
	25262
	25261
	25264
	25262
	25263
	25263
	25262
	25263
	25263
	25261
	25263
	25262
	25262
	25262
	25262
	25262
	25262
	25262
	25263
	25262
	25262
	25263
	25261
	25262
	25264
	25260
	25263
	25262
	25262
	25264
	25262
	25262
	25262
	25260
	25261
	25263
	25261
	25261
	25262
	25260
	25262
	25263
	25260
	25261
	25260
	25260
	25261
	25261
	25261
	25261
	25259
	25261
	25261
	25261
	25261
	25261
	25259
	25262
	25260
	25260
	25262
	25259
	25260
	25261
	25260
	25261
	25262
	25259
	25260
	25261
	25260
	25262
	25260
	25259
	25261
	25260
	25259
	25262
	25260
	25260
	25261
	25259
	25261
	25262
	25259
	25260
	25260
	25258
	25261
	25261
	25260
	25261
	25259
	25260
	25261
	25259
	25260
	25261
	25257
	25259
	25260
	25258
	25260
	25258
	25258
	25260
	25259
	25259
	25260
	25257
	25258
	25260
	25259
	25261
	25259
	25257
	25259
	25258
	25257
	25261
	25258
	25259
	25259
	25257
	25258
	25260
	25257
	25259
	25259
	25256
	25258
	25259
	25260
	25260
	25257
	25258
	25258
	25257
	25258
	25259
	25256
	25258
	25258
	25259
	25258
	25257
	25257
	25259
	25258
	25259
	25258
	25257
	25259
	25257
	25260
	25259
	25257
	25257
	25257
	25257
	25260
	25259
	25256
	25256
	25257
	25258
	25259
	25257
	25257
	25257
	25257
	25259
	25260
	25258
	25257
	25257
	25257
	25260
	25258
	25258
	25259
	25257
	25259
	25259
	25257
	25258
	25258
	25258
	25261
	25258
	25258
	25257
	25259
	25261
	25259
	25258
	25259
	25258
	25258
	25260
	25259
	25258
	25258
	25257
	25259
	25259
	25257
	25256
	25257
	25258
	25260
	25259
	25256
	25257
	25260
	25261
	25261
	25259
	25257
	25259
	25260
	25261
	25261
	25259
	25257
	25261
	25262
	25262
	25261
	25258
	25259
	25261
	25262
	25262
	25261
	25258
	25261
	25261
	25262
	25262
	25258
	25257
	25262
	25263
	25263
	25260
	25258
	25260
	25261
	25261
	25262
	25260
	25258
	25263
	25263
	25264
	25262
	25257
	25261
	25262
	25261
	25262
	25262
	25259
	25262
	25262
	25262
	25262
	25259
	25259
	25262
	25261
	25263
	25261
	25260
	25261
	25264
	25263
	25262
	25260
	25261
	25262
	25262
	25261
	25262
	25262
	25262
	25263
	25263
	25263
	25259
	25262
	25263
	25262
	25262
	25262
	25260
	25264
	25263
	25263
	25263
	25261
	25263
	25264
	25263
	25265
	25263
	25260
	25265
	25263
	25264
	25264
	25262
	25264
	25263
	25264
	25265
	25263
	25263
	25265
	25263
	25265
	25264
	25263
	25265
	25264
	25266
	25266
	25265
	25265
	25265
	25262
	25266
	25266
	25265
	25265
	25264
	25263
	25265
	25266
	25266
	25264
	25264
	25266
	25266
	25265
	25266
	25265
	25265
	25265
	25266
	25267
	25267
	25265
	25267
	25265
	25266
	25266
	25267
	25266
	25265
	25263
	25267
	25268
	25265
	25267
	25264
	25264
	25267
	25266
	25266
	25265
	25263
	25266
	25267
	25265
	25265
	25263
	25263
	25266
	25264
	25264
	25264
	25261
	25263
	25265
	25262
	25264
	25263
	25261
	25264
	25263
	25263
	25265
	25261
	25263
	25264
	25263
	25263
	25262
	25262
	25265
	25262
	25262
